CustomerID,AccountBalance,LastLogin
1765,5112.344414399507,2024-02-04
1766,7076.10378769582,2024-02-05
1767,1238.1227186710694,2024-02-06
1768,1824.800520598792,2024-02-07
1769,9517.546957003367,2024-02-08
1770,6847.49092112656,2024-02-09
1771,8894.834912950853,2024-02-10
1772,3260.338330024411,2024-02-11
1773,1087.0738313267307,2024-02-12
1774,1765.17708228035,2024-02-13
1775,1770.7471891361597,2024-02-14
1776,3715.769255207644,2024-02-15
1777,7409.497597151173,2024-02-16
1778,4103.401762570093,2024-02-17
1779,5248.694500029742,2024-02-18
1780,8473.630815815763,2024-02-19
1781,6886.432879285378,2024-02-20
1782,7697.466273979343,2024-02-21
1783,9728.45350689531,2024-02-22
1784,2496.229081007123,2024-02-23
1785,1549.517859663426,2024-02-24
1786,1656.961894267556,2024-02-25
1787,6709.759109575788,2024-02-26
1788,4384.800511892174,2024-02-27
1789,1347.115813205191,2024-02-28
1790,4030.460395744541,2024-02-29
1791,8221.16843456215,2024-03-01
1792,7699.460321299333,2024-03-02
1793,2561.7664524210877,2024-03-03
1794,8336.538200756011,2024-03-04
1795,2318.780253569448,2024-03-05
1796,5588.049941710766,2024-03-06
1797,2634.2669288554844,2024-03-07
1798,2707.931515726822,2024-03-08
1799,4309.686014500232,2024-03-09
1800,6631.372808065945,2024-03-10
1801,1941.7264633137436,2024-03-11
1802,6791.878055912904,2024-03-12
1803,4881.685578501111,2024-03-13
1804,8924.92531736286,2024-03-14
1805,8785.1133325776,2024-03-15
1806,7475.0156185624555,2024-03-16
1807,9618.239692586712,2024-03-17
1808,7507.005759868557,2024-03-18
1809,3779.5916504731413,2024-03-19
1810,6346.939502438468,2024-03-20
1811,6695.409585451313,2024-03-21
1812,2939.53785861117,2024-03-22
1813,2184.331613732306,2024-03-23
1814,6484.64781184804,2024-03-24
1815,3889.4859699146223,2024-03-25
1816,1811.9641243030765,2024-03-26
1817,3402.333160813204,2024-03-27
1818,5156.3400093086075,2024-03-28
1819,8506.659113278714,2024-03-29
1820,2166.279336830349,2024-03-30
1821,9713.65768299239,2024-03-31
1822,8603.321935277745,2024-04-01
1823,9342.08822128384,2024-04-02
1824,1485.67976888021,2024-04-03
1825,4886.010824613629,2024-04-04
1826,2757.7601047535804,2024-04-05
1827,4559.447920551074,2024-04-06
1828,2077.514821107271,2024-04-07
1829,7606.421434410206,2024-04-08
1830,9443.19584473682,2024-04-09
1831,3318.9004567103984,2024-04-10
1832,8825.817318912592,2024-04-11
1833,7215.594400271522,2024-04-12
1834,7732.401836922855,2024-04-13
1835,3400.977724416677,2024-04-14
1836,4018.773274033155,2024-04-15
1837,2223.166957758453,2024-04-16
1838,7748.110149883084,2024-04-17
1839,5856.0623617910405,2024-04-18
1840,4321.592127522636,2024-04-19
1841,9319.481714172363,2024-04-20
1842,3109.5296834979395,2024-04-21
1843,8695.442858310773,2024-04-22
1844,5040.318759975964,2024-04-23
1845,9347.479356234926,2024-04-24
1846,7598.1645323263365,2024-04-25
1847,2018.8105329216935,2024-04-26
1848,2524.244090780498,2024-04-27
1849,4267.769617810007,2024-04-28
1850,8849.58319361126,2024-04-29
1851,3527.228702949211,2024-04-30
1852,5950.729995175046,2024-05-01
1853,1767.822690779924,2024-05-02
1854,9960.172528289351,2024-05-03
1855,3104.726105653679,2024-05-04
1856,4462.314918595945,2024-05-05
1857,2793.950587861659,2024-05-06
1858,6771.302843178745,2024-05-07
1859,1009.2487157093019,2024-05-08
1860,2424.4503173941575,2024-05-09
1861,5913.214436148526,2024-05-10
1862,6507.032237116073,2024-05-11
1863,6592.283780834709,2024-05-12
1864,2546.7251962058235,2024-05-13
1865,4468.344079407905,2024-05-14
1866,9510.171443616422,2024-05-15
1867,8365.476433821626,2024-05-16
1868,4261.798138570042,2024-05-17
1869,7954.738627833873,2024-05-18
1870,6570.974005568907,2024-05-19
1871,3156.5174722618513,2024-05-20
1872,6953.938844432894,2024-05-21
1873,4025.34005328352,2024-05-22
1874,5495.2451591663985,2024-05-23
1875,6852.231767864815,2024-05-24
1876,8278.713188445914,2024-05-25
1877,1848.9856400309245,2024-05-26
1878,8880.058677470217,2024-05-27
1879,3097.479302825231,2024-05-28
1880,2465.9310546528486,2024-05-29
1881,9138.40731775636,2024-05-30
1882,3608.806985905158,2024-05-31
1883,5489.253666263177,2024-06-01
1884,6010.648922201623,2024-06-02
1885,2509.3915359163466,2024-06-03
1886,9467.31225148779,2024-06-04
1887,3976.339147069369,2024-06-05
1888,4391.732078303845,2024-06-06
1889,7999.392891236815,2024-06-07
1890,7585.886197692933,2024-06-08
1891,4322.597494545438,2024-06-09
1892,5096.2766153807315,2024-06-10
1893,9608.40456164155,2024-06-11
1894,9728.588504180754,2024-06-12
1895,4643.6542680514485,2024-06-13
1896,6254.476404108844,2024-06-14
1897,2518.7388735597933,2024-06-15
1898,1373.3763043598321,2024-06-16
1899,6060.940447189412,2024-06-17
1900,2141.3118702327156,2024-06-18
1901,1828.702205059994,2024-06-19
1902,6370.257414195333,2024-06-20
1903,4718.536567167799,2024-06-21
1904,4839.488862221655,2024-06-22
1905,3055.4130206122995,2024-06-23
1906,8161.509839907068,2024-06-24
1907,9534.097785235246,2024-06-25
1908,6721.217429309139,2024-06-26
1909,2354.156460035096,2024-06-27
1910,9216.246545474347,2024-06-28
1911,9836.384460211111,2024-06-29
1912,9262.124940491196,2024-06-30
1913,3534.188874268836,2024-07-01
1914,6131.253862602764,2024-07-02
1915,2720.807396615597,2024-07-03
1916,3588.903869501455,2024-07-04
1917,7381.246492403197,2024-07-05
1918,2086.9079530027766,2024-07-06
1919,6776.754876808529,2024-07-07
1920,3434.6128749564655,2024-07-08
1921,1097.4230457693316,2024-07-09
1922,5101.105372122595,2024-07-10
1923,3340.637585647107,2024-07-11
1924,2652.931615157598,2024-07-12
1925,7080.222038532844,2024-07-13
1926,1153.1232945469942,2024-07-14
1927,9151.596943695973,2024-07-15
1928,9352.655675082653,2024-07-16
1929,9589.7448701931,2024-07-17
1930,1111.7721667693309,2024-07-18
1931,6474.825824609259,2024-07-19
1932,3443.9131489361203,2024-07-20
1933,9890.045277790934,2024-07-21
1934,1662.3303838152992,2024-07-22
1935,4805.27779551589,2024-07-23
1936,3399.164504802229,2024-07-24
1937,5741.223579237721,2024-07-25
1938,3750.8575189799694,2024-07-26
1939,3596.709149146976,2024-07-27
1940,6383.377144880861,2024-07-28
1941,7767.02976554482,2024-07-29
1942,9839.150445743475,2024-07-30
1943,1418.3050062770094,2024-07-31
1944,2462.046546141992,2024-08-01
1945,1140.7630810196454,2024-08-02
1946,7324.785331781815,2024-08-03
1947,5158.86049650554,2024-08-04
1948,8613.931786095947,2024-08-05
1949,6353.598236329389,2024-08-06
1950,2394.859954484713,2024-08-07
1951,6303.229479736309,2024-08-08
1952,2869.689912187824,2024-08-09
1953,5323.113544004934,2024-08-10
1954,1418.0012283313492,2024-08-11
1955,9288.355524766563,2024-08-12
1956,6815.515177266914,2024-08-13
1957,1547.0545755760388,2024-08-14
1958,8961.01169238384,2024-08-15
1959,6594.641307516776,2024-08-16
1960,9934.498596865016,2024-08-17
1961,3454.6485309782306,2024-08-18
1962,7989.117483166383,2024-08-19
1963,4405.675537389874,2024-08-20
1964,7667.089720871774,2024-08-21
1965,2295.865934658229,2024-08-22
1966,8410.069720425161,2024-08-23
1967,1188.9529915815353,2024-08-24
1968,8884.809636830185,2024-08-25
1969,7004.948613453739,2024-08-26
1970,8379.706165164976,2024-08-27
1971,7251.703804374901,2024-08-28
1972,6552.817252915446,2024-08-29
1973,9772.83232034302,2024-08-30
1974,9992.545554255186,2024-08-31
1975,8710.760047285832,2024-09-01
1976,2417.248388545462,2024-09-02
1977,3066.436106887358,2024-09-03
1978,7710.801194598957,2024-09-04
1979,8722.686489131847,2024-09-05
1980,7509.571037785748,2024-09-06
1981,2711.2329201670755,2024-09-07
1982,4575.5224712194395,2024-09-08
1983,4754.880201730244,2024-09-09
1984,1662.532183853424,2024-09-10
1985,3816.962495092046,2024-09-11
1986,6658.952161705015,2024-09-12
1987,9957.425481192215,2024-09-13
1988,2419.1211444093306,2024-09-14
1989,3448.958441285073,2024-09-15
1990,7417.757201392173,2024-09-16
1991,3272.3064696669626,2024-09-17
1992,4053.5904611303195,2024-09-18
1993,8330.438296145094,2024-09-19
1994,8791.304688526334,2024-09-20
1995,2240.5177992933877,2024-09-21
1996,8523.485162660265,2024-09-22
1997,9255.451757215445,2024-09-23
1998,9148.652758711904,2024-09-24
1999,7376.854106511174,2024-09-25
2000,4853.024379784787,2024-09-26
